시도,시군구,구분,2014,,,,,,,,,,,,,,,,,,,,2015,,,,,,,,,,,,,,,,,,2016,,,,,,,,,,,,,,,,,,,,2017,,,,,,,,,,,,,,,,,,,,,,,2018,,,,,,,,,,,,,,,,,,,,,
,,,합계,차대사람,,,,,,차대차,,,,,차량단독,,,,,,철길건널목,,합계,차대사람,,,,,,차대차,,,,,차량단독,,,,,,합계,차대사람,,,,,,차대차,,,,,차량단독,,,,,,철길건널목,,합계,차대사람,,,,,,차대차,,,,,,차량단독,,,,,,,,철길건널목,,합계,차대사람,,,,,,차대차,,,,,,차량단독,,,,,,,철길건널목,
,,중상자수,28,3,0,1,1,,1,21,5,9,1,6,4,1,,0,1,2,,,25,4,2,1,1,,,16,1,9,5,1,5,3,,,1,1,43,8,4,,3,,1,31,6,16,9,0,4,1,,1,1,1,,,41,7,3,,1,,3,27,,5,13,8,1,7,3,,0,2,2,0,,,,29,6,2,1,0,0,3,16,0,3,10,2,1,7,6,,,1,0,,,
,,경상자수,40,4,1,0,0,,3,32,6,15,11,0,4,1,,0,0,3,,,24,2,2,0,0,,,20,3,8,9,0,2,1,,,0,1,50,2,1,,1,,0,41,2,23,14,2,7,4,,1,0,2,,,49,4,2,,0,,2,39,,15,18,6,0,6,4,,1,1,0,0,,,,38,1,0,0,1,0,0,34,3,3,18,10,0,3,1,,,0,2,,,
,,부상신고자수,5,2,0,0,0,,2,1,1,0,0,0,2,0,,0,0,2,,,2,0,0,0,0,,,2,1,0,1,0,0,0,,,0,0,1,0,0,,0,,0,1,0,1,0,0,0,0,,0,0,0,,,3,0,0,,0,,0,3,,0,2,1,0,0,0,,0,0,0,0,,,,7,0,0,0,0,0,0,7,0,1,2,2,2,0,0,,,0,0,,,
,정선군,사고건수,29,7,1,,1,,5,21,,13,6,2,1,,,,1,,,,45,9,3,2,3,,1,32,6,13,10,3,4,1,,1,1,1,32,9,6,,,,3,18,4,9,4,1,5,1,,,1,3,,,43,10,5,1,1,,3,30,,11,10,5,4,3,,,,1,,1,1,,,35,7,4,1,,1,1,24,,6,11,5,2,4,2,,1,1,,,,
,,사망자수,3,1,0,,0,,1,1,,0,1,0,1,,,,1,,,,2,1,1,0,0,,0,1,0,0,1,0,0,0,,0,0,0,4,1,0,,,,1,0,0,0,0,0,3,0,,,0,3,,,3,2,1,1,0,,0,1,,1,0,0,0,0,,,,0,,0,0,,,7,3,2,1,,0,0,1,,0,1,0,0,3,1,,1,1,,,,
,,부상자수,33,6,1,,1,,4,27,,19,6,2,0,,,,0,,,,55,8,2,2,3,,1,43,10,18,12,3,4,1,,1,1,1,36,8,6,,,,2,22,4,11,6,1,6,4,,,1,1,,,51,8,4,0,1,,3,40,,15,13,7,5,3,,,,1,,1,1,,,37,4,2,0,,1,1,31,,9,12,8,2,2,2,,0,0,,,,
,,중상자수,14,5,1,,1,,3,9,,7,1,1,0,,,,0,,,,28,5,1,2,1,,1,19,3,9,6,1,4,1,,1,1,1,12,7,5,,,,2,3,0,2,1,0,2,1,,,1,0,,,28,7,4,0,1,,2,18,,6,5,5,2,3,,,,1,,1,1,,,21,3,1,0,,1,1,17,,6,8,2,1,1,1,,0,0,,,,
,,경상자수,19,1,0,,0,,1,18,,12,5,1,0,,,,0,,,,24,3,1,0,2,,0,21,5,9,5,2,0,0,,0,0,0,22,1,1,,,,0,18,3,9,5,1,3,3,,,0,0,,,23,1,0,0,0,,1,22,,9,8,2,3,0,,,,0,,0,0,,,16,1,1,0,,0,0,14,,3,4,6,1,1,1,,0,0,,,,
,,부상신고자수,0,0,0,,0,,0,0,,0,0,0,0,,,,0,,,,3,0,0,0,0,,0,3,2,0,1,0,0,0,,0,0,0,2,0,0,,,,0,1,1,0,0,0,1,0,,,0,1,,,0,0,0,0,0,,0,0,,0,0,0,0,0,,,,0,,0,0,,,0,0,0,0,,0,0,0,,0,0,0,0,0,0,,0,0,,,,
,철원군,사고건수,42,10,7,,1,,2,27,1,22,3,1,5,3,,,,2,,,55,15,8,1,2,,4,36,5,20,11,,4,,,1,1,2,55,10,7,,,,3,40,5,29,6,,5,2,,1,,2,,,48,9,7,2,,,,36,,1,31,1,3,3,,,,,3,,,,,43,8,6,1,,,1,34,2,2,26,4,,1,,,,,1,,,
,,사망자수,5,2,2,,0,,0,1,0,1,0,0,2,1,,,,1,,,6,3,2,0,0,,1,3,0,1,2,,0,,,0,0,0,3,0,0,,,,0,2,0,2,0,,1,1,,0,,0,,,8,4,2,2,,,,4,,0,4,0,0,0,,,,,0,,,,,3,1,1,0,,,0,1,0,0,1,0,,1,,,,,1,,,
,,부상자수,46,8,5,,1,,2,33,1,28,3,1,5,4,,,,1,,,59,12,6,1,2,,3,42,7,25,10,,5,,,1,1,3,62,10,7,,,,3,48,6,36,6,,4,1,,1,,2,,,54,5,5,0,,,,42,,1,37,1,3,7,,,,,7,,,,,46,7,5,1,,,1,39,2,2,30,5,,0,,,,,0,,,
,,중상자수,25,6,4,,1,,1,15,1,13,1,0,4,3,,,,1,,,32,6,3,0,2,,1,22,2,17,3,,4,,,0,1,3,36,10,7,,,,3,24,3,17,4,,2,0,,1,,1,,,41,4,4,0,,,,31,,0,29,0,2,6,,,,,6,,,,,25,2,2,0,,,0,23,0,1,18,4,,0,,,,,0,,,
,,경상자수,21,2,1,,0,,1,18,0,15,2,1,1,1,,,,0,,,26,5,2,1,0,,2,20,5,8,7,,1,,,1,0,0,25,0,0,,,,0,23,3,18,2,,2,1,,0,,1,,,13,1,1,0,,,,11,,1,8,1,1,1,,,,,1,,,,,21,5,3,1,,,1,16,2,1,12,1,,0,,,,,0,,,
,,부상신고자수,0,0,0,,0,,0,0,0,0,0,0,0,0,,,,0,,,1,1,1,0,0,,0,0,0,0,0,,0,,,0,0,0,1,0,0,,,,0,1,0,1,0,,0,0,,0,,0,,,0,0,0,0,,,,0,,0,0,0,0,0,,,,,0,,,,,0,0,0,0,,,0,0,0,0,0,0,,0,,,,,0,,,
,화천군,사고건수,28,6,4,,1,,1,19,5,6,5,3,3,1,,,,2,,,15,,,,,,,14,1,6,2,5,1,,,1,,,24,3,1,1,,1,,20,4,7,3,6,1,,,,,1,,,21,,,,,,,20,,4,13,3,,1,,,1,,,,,,,18,3,,,1,,2,12,,1,8,2,1,3,1,,1,1,,,,
,,사망자수,3,1,1,,0,,0,0,0,0,0,0,2,0,,,,2,,,1,,,,,,,0,0,0,0,0,1,,,1,,,3,1,1,0,,0,,1,0,1,0,0,1,,,,,1,,,0,,,,,,,0,,0,0,0,,0,,,0,,,,,,,1,0,,,0,,0,0,,0,0,0,0,1,1,,0,0,,,,
,,부상자수,29,6,4,,1,,1,22,6,7,6,3,1,1,,,,0,,,14,,,,,,,14,1,6,2,5,0,,,0,,,26,2,0,1,,1,,24,5,8,3,8,0,,,,,0,,,22,,,,,,,21,,4,14,3,,1,,,1,,,,,,,24,3,,,1,,2,18,,1,14,2,1,3,0,,2,1,,,,
,,중상자수,16,3,2,,1,,0,13,5,3,2,3,0,0,,,,0,,,5,,,,,,,5,0,2,0,3,0,,,0,,,13,2,0,1,,1,,11,3,2,1,5,0,,,,,0,,,7,,,,,,,7,,2,3,2,,0,,,0,,,,,,,17,3,,,1,,2,12,,1,10,1,0,2,0,,2,0,,,,
,,경상자수,10,2,2,,0,,0,7,1,3,3,0,1,1,,,,0,,,8,,,,,,,8,1,4,2,1,0,,,0,,,10,0,0,0,,0,,10,1,4,2,3,0,,,,,0,,,15,,,,,,,14,,2,11,1,,1,,,1,,,,,,,7,0,,,0,,0,6,,0,4,1,1,1,0,,0,1,,,,
,,부상신고자수,3,1,0,,0,,1,2,0,1,1,0,0,0,,,,0,,,1,,,,,,,1,0,0,0,1,0,,,0,,,3,0,0,0,,0,,3,1,2,0,0,0,,,,,0,,,0,,,,,,,0,,0,0,0,,0,,,0,,,,,,,0,0,,,0,,0,0,,0,0,0,0,0,0,,0,0,,,,
,양구군,사고건수,27,10,4,1,,1,4,13,2,8,2,1,4,2,,,,2,,,31,6,2,1,1,,2,24,2,15,6,1,1,1,,,,,22,6,4,,1,,1,12,1,7,4,,4,1,,1,1,1,,,25,7,5,1,1,,,15,1,3,8,2,1,3,2,,,,,1,,,,21,6,2,2,1,,1,12,1,1,4,4,2,3,,,,1,2,,,
,,사망자수,3,1,1,0,,0,0,1,0,1,0,0,1,0,,,,1,,,3,1,0,0,0,,1,2,0,1,1,0,0,0,,,,,1,1,1,,0,,0,0,0,0,0,,0,0,,0,0,0,,,2,0,0,0,0,,,1,0,0,0,1,0,1,1,,,,,0,,,,4,1,1,0,0,,0,2,0,1,0,1,0,1,,,,1,0,,,
,,부상자수,35,9,3,1,,1,4,16,2,8,5,1,10,3,,,,7,,,30,5,2,1,1,,1,24,2,16,5,1,1,1,,,,,24,5,3,,1,,1,14,1,8,5,,5,1,,1,1,2,,,29,7,5,1,1,,,20,1,4,13,1,1,2,1,,,,,1,,,,19,5,1,2,1,,1,12,1,0,4,5,2,2,,,,0,2,,,
,,중상자수,18,8,2,1,,1,4,8,0,6,1,1,2,0,,,,2,,,20,4,2,0,1,,1,15,2,11,1,1,1,1,,,,,12,5,3,,1,,1,5,0,4,1,,2,1,,0,0,1,,,19,6,5,1,0,,,11,1,1,8,1,0,2,1,,,,,1,,,,5,1,0,1,0,,0,4,1,0,0,2,1,0,,,,0,0,,,
,,경상자수,12,1,1,0,,0,0,5,2,1,2,0,6,1,,,,5,,,9,1,0,1,0,,0,8,0,4,4,0,0,0,,,,,10,0,0,,0,,0,8,1,3,4,,2,0,,1,0,1,,,10,1,0,0,1,,,9,0,3,5,0,1,0,0,,,,,0,,,,13,4,1,1,1,,1,7,0,0,3,3,1,2,,,,0,2,,,
,,부상신고자수,5,0,0,0,,0,0,3,0,1,2,0,2,2,,,,0,,,1,0,0,0,0,,0,1,0,1,0,0,0,0,,,,,2,0,0,,0,,0,1,0,1,0,,1,0,,0,1,0,,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,,,0,,,,1,0,0,0,0,,0,1,0,0,1,0,0,0,,,,0,0,,,
,인제군,사고건수,23,4,,,2,,2,15,1,3,7,4,4,2,,,2,,,,19,,,,,,,17,4,6,7,,2,,,1,1,,43,6,1,3,2,,,32,3,9,11,9,5,1,,,1,3,,,31,6,3,,2,,1,25,,15,4,6,,,,,,,,,,,,22,3,2,,,,1,15,,3,8,1,3,4,1,,2,1,,,,
,,사망자수,2,0,,,0,,0,0,0,0,0,0,2,1,,,1,,,,2,,,,,,,2,1,1,0,,0,,,0,0,,2,1,0,0,1,,,0,0,0,0,0,1,0,,,0,1,,,3,1,1,,0,,0,2,,1,1,0,,,,,,,,,,,,3,0,0,,,,0,2,,0,2,0,0,1,1,,0,0,,,,
,,부상자수,31,4,,,2,,2,25,1,4,13,7,2,1,,,1,,,,34,,,,,,,31,3,11,17,,3,,,2,1,,51,5,1,3,1,,,41,5,10,15,11,5,1,,,1,3,,,34,6,2,,2,,2,28,,18,3,7,,,,,,,,,,,,31,3,2,,,,1,25,,7,13,1,4,3,0,,2,1,,,,
,,중상자수,18,4,,,2,,2,13,0,1,8,4,1,1,,,0,,,,15,,,,,,,12,3,4,5,,3,,,2,1,,22,4,1,3,0,,,15,4,3,5,3,3,1,,,0,2,,,16,4,1,,1,,2,12,,7,2,3,,,,,,,,,,,,16,3,2,,,,1,11,,2,5,1,3,2,0,,2,0,,,,
,,경상자수,11,0,,,0,,0,10,1,3,5,1,1,0,,,1,,,,14,,,,,,,14,0,2,12,,0,,,0,0,,27,1,0,0,1,,,24,1,7,9,7,2,0,,,1,1,,,18,2,1,,1,,0,16,,11,1,4,,,,,,,,,,,,15,0,0,,,,0,14,,5,8,0,1,1,0,,0,1,,,,
,,부상신고자수,2,0,,,0,,0,2,0,0,0,2,0,0,,,0,,,,5,,,,,,,5,0,5,0,,0,,,0,0,,2,0,0,0,0,,,2,0,0,1,1,0,0,,,0,0,,,0,0,0,,0,,0,0,,0,0,0,,,,,,,,,,,,0,0,0,,,,0,0,,0,0,0,0,0,0,,0,0,,,,
,고성군,사고건수,37,10,2,1,1,1,5,21,1,7,9,4,6,,,1,2,3,,,43,7,4,1,,,2,32,1,9,18,4,4,1,,2,,1,29,4,2,,1,1,,24,5,17,1,1,1,,,,,1,,,23,8,3,2,,,3,14,,4,6,3,1,1,1,,,,,,,,,39,11,3,4,1,,3,24,,4,8,8,4,4,1,,,3,,,,
,,사망자수,5,2,0,0,0,0,2,2,0,1,0,1,1,,,0,0,1,,,4,0,0,0,,,0,3,0,2,1,0,1,1,,0,,0,1,0,0,,0,0,,1,1,0,0,0,0,,,,,0,,,3,2,1,1,,,0,0,,0,0,0,0,1,1,,,,,,,,,5,2,2,0,0,,0,2,,1,1,0,0,1,1,,,0,,,,
,,부상자수,44,8,2,1,1,1,3,31,1,8,15,7,5,,,1,2,2,,,50,8,5,1,,,2,39,1,7,23,8,3,0,,2,,1,39,4,2,,1,1,,34,6,25,2,1,1,,,,,1,,,20,6,2,1,,,3,14,,4,6,3,1,0,0,,,,,,,,,49,9,1,4,1,,3,32,,4,8,16,4,8,4,,,4,,,,
,,중상자수,20,5,2,1,1,1,0,11,1,3,2,5,4,,,1,2,1,,,21,6,5,0,,,1,14,1,4,8,1,1,0,,1,,0,12,2,1,,1,0,,9,2,7,0,0,1,,,,,1,,,7,2,1,0,,,1,5,,2,1,1,1,0,0,,,,,,,,,18,3,1,1,0,,1,8,,1,3,2,2,7,4,,,3,,,,
,,경상자수,24,3,0,0,0,0,3,20,0,5,13,2,1,,,0,0,1,,,29,2,0,1,,,1,25,0,3,15,7,2,0,,1,,1,25,0,0,,0,0,,25,4,18,2,1,0,,,,,0,,,11,2,1,1,,,0,9,,2,5,2,0,0,0,,,,,,,,,26,3,0,2,1,,0,22,,1,5,14,2,1,0,,,1,,,,
,,부상신고자수,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,0,2,2,1,,0,1,,0,0,0,0,0,0,,,,,0,,,2,2,0,0,,,2,0,,0,0,0,0,0,0,,,,,,,,,5,3,0,1,0,,2,2,,2,0,0,0,0,0,,,0,,,,
,양양군,사고건수,36,7,2,1,3,,1,28,1,22,5,,1,,,,1,,,,53,10,2,2,5,,1,41,4,22,15,,2,,,,1,1,33,5,4,,,,1,25,1,15,9,,3,1,,,,2,,,32,4,3,,1,,,27,,1,15,11,,1,,,1,,,,,,,39,12,4,2,4,1,1,24,1,,13,10,,3,2,,,1,,,,
,,사망자수,1,1,0,1,0,,0,0,0,0,0,,0,,,,0,,,,3,1,1,0,0,,0,1,0,0,1,,1,,,,0,1,2,2,2,,,,0,0,0,0,0,,0,0,,,,0,,,2,1,1,,0,,,1,,0,1,0,,0,,,0,,,,,,,6,4,2,0,2,0,0,0,0,,0,0,,2,2,,,0,,,,
,,부상자수,55,6,2,0,3,,1,48,1,40,7,,1,,,,1,,,,62,9,1,2,5,,1,52,4,29,19,,1,,,,1,0,38,3,2,,,,1,32,2,18,12,,3,1,,,,2,,,39,4,2,,2,,,33,,1,18,14,,2,,,2,,,,,,,57,8,2,2,2,1,1,48,1,,29,18,,1,0,,,1,,,,
,,중상자수,24,4,2,0,2,,0,20,0,19,1,,0,,,,0,,,,19,6,1,2,3,,0,12,1,9,2,,1,,,,1,0,12,2,1,,,,1,8,0,3,5,,2,1,,,,1,,,12,2,0,,2,,,9,,1,4,4,,1,,,1,,,,,,,21,4,2,1,1,0,0,16,1,,10,5,,1,0,,,1,,,,
,,경상자수,22,2,0,0,1,,1,19,1,12,6,,1,,,,1,,,,43,3,0,0,2,,1,40,3,20,17,,0,,,,0,0,24,1,1,,,,0,22,2,13,7,,1,0,,,,1,,,27,2,2,,0,,,24,,0,14,10,,1,,,1,,,,,,,32,4,0,1,1,1,1,28,0,,16,12,,0,0,,,0,,,,
,,부상신고자수,9,0,0,0,0,,0,9,0,9,0,,0,,,,0,,,,0,0,0,0,0,,0,0,0,0,0,,0,,,,0,0,2,0,0,,,,0,2,0,2,0,,0,0,,,,0,,,0,0,0,,0,,,0,,0,0,0,,0,,,0,,,,,,,4,0,0,0,0,0,0,4,0,,3,1,,0,0,,,0,,,,
충북,합계,사고건수,1477,333,91,17,16,12,197,1051,27,374,212,438,92,21,,9,39,23,1,1,1613,365,121,19,21,8,196,1123,106,367,190,460,125,26,,11,59,29,1707,359,240,10,16,6,87,1232,229,579,215,209,116,8,,2,30,76,,,1817,422,268,15,16,10,113,1300,9,116,583,197,395,94,15,,3,33,26,3,14,1,1,1936,435,185,37,35,19,159,1400,9,79,710,212,390,101,32,,19,26,22,2,,
,,사망자수,96,33,14,1,1,0,17,39,1,8,12,18,24,8,,4,5,7,0,0,101,40,19,3,4,0,14,43,4,12,10,17,18,3,,6,2,7,97,38,28,2,1,0,7,42,3,24,6,9,17,2,,0,0,15,,,89,48,30,2,3,0,13,31,0,4,15,4,8,10,2,,0,1,6,0,1,0,0,85,32,20,2,3,0,7,39,0,6,13,9,11,14,2,,2,6,4,0,,
,,부상자수,1625,306,77,16,15,12,186,1238,31,423,261,523,80,17,,9,38,16,1,1,1782,333,104,16,18,9,186,1315,123,439,225,528,134,34,,5,65,30,1887,328,219,8,15,6,80,1441,287,674,255,225,118,8,,2,31,77,,,2029,383,241,14,13,10,105,1547,11,158,668,277,433,97,14,,3,34,28,3,15,2,2,2138,412,168,35,33,21,155,1618,9,96,826,260,427,108,34,,23,22,26,3,,
,,중상자수,852,225,63,12,13,10,127,579,16,222,96,245,47,9,,6,22,10,1,1,849,219,72,12,10,5,120,551,48,192,77,234,79,18,,4,39,18,836,217,150,3,8,5,51,551,111,275,80,85,68,3,,1,22,42,,,835,245,161,8,7,7,62,533,4,57,258,53,161,57,7,,3,18,20,1,8,0,0,914,263,112,21,22,14,94,599,2,59,293,95,150,52,16,,13,10,13,0,,
,,경상자수,720,75,13,3,2,2,55,617,14,185,159,259,28,8,,3,14,3,0,0,826,109,30,4,8,4,63,673,69,223,136,245,44,12,,0,22,10,971,105,66,5,6,1,27,829,156,372,171,130,37,3,,1,9,24,,,1089,134,78,6,6,3,41,925,7,89,373,208,248,28,5,,0,15,4,2,2,2,2,1149,142,53,12,11,6,60,960,7,32,500,160,261,47,16,,6,11,11,3,,
,,부상신고자수,53,6,1,1,0,0,4,42,1,16,6,19,5,0,,0,2,3,0,0,107,5,2,0,0,0,3,91,6,24,12,49,11,4,,1,4,2,80,6,3,0,1,0,2,61,20,27,4,10,13,2,,0,0,11,,,105,4,2,0,0,0,2,89,0,12,37,16,24,12,2,,0,1,4,0,5,0,0,75,7,3,2,0,1,1,59,0,5,33,5,16,9,2,,4,1,2,0,,
,청주시,사고건수,541,150,52,6,5,1,86,358,8,145,63,142,33,9,,,18,6,,,672,184,69,3,9,5,98,441,44,160,69,168,47,6,,,35,6,693,175,109,4,10,5,47,480,132,197,61,90,38,1,,,22,15,,,741,220,142,4,5,4,65,489,4,36,193,87,169,32,2,,1,16,6,1,6,,,785,184,83,13,12,3,73,573,2,16,289,79,187,28,8,,2,12,6,,,
,,사망자수,31,16,8,1,0,0,7,10,0,2,4,4,5,3,,,0,2,,,29,18,12,0,1,0,5,8,0,1,4,3,3,1,,,0,2,24,13,8,1,1,0,3,10,2,3,3,2,1,0,,,0,1,,,29,19,11,0,1,0,7,10,0,0,7,1,2,0,0,,0,0,0,0,0,,,30,18,13,1,0,0,4,9,0,1,5,0,3,3,1,,0,1,1,,,
,,부상자수,583,137,44,5,5,1,82,418,9,165,76,168,28,6,,,18,4,,,710,170,59,3,8,5,95,494,49,182,76,187,46,5,,,36,5,764,164,103,3,9,5,44,561,160,228,70,103,39,1,,,22,16,,,801,207,133,4,4,4,62,561,5,40,211,121,184,33,2,,1,16,6,1,7,,,863,168,72,12,12,3,69,668,2,16,335,107,208,27,7,,4,11,5,,,
,,중상자수,272,101,38,4,5,1,53,157,2,75,21,59,14,3,,,10,1,,,321,112,44,2,2,4,60,184,25,71,19,69,25,2,,,21,2,321,109,74,0,4,4,27,184,53,83,12,36,28,1,,,17,10,,,315,130,87,2,2,4,35,164,2,12,75,17,58,21,2,,1,11,3,1,3,,,321,112,50,9,6,1,46,198,0,9,93,27,69,11,3,,2,3,3,,,
,,경상자수,303,35,5,1,0,0,29,254,6,87,54,107,14,3,,,8,3,,,370,55,14,1,6,1,33,296,22,106,57,111,19,2,,,14,3,419,52,29,3,4,1,15,359,96,140,57,66,8,0,,,5,3,,,458,75,45,2,2,0,26,374,3,24,127,102,118,9,0,,0,5,2,0,2,,,525,55,21,3,6,2,23,456,2,5,238,78,133,14,3,,2,8,1,,,
,,부상신고자수,8,1,1,0,0,0,0,7,1,3,1,2,0,0,,,0,0,,,19,3,1,0,0,0,2,14,2,5,0,7,2,1,,,1,0,24,3,0,0,1,0,2,18,11,5,1,1,3,0,,,0,3,,,28,2,1,0,0,0,1,23,0,4,9,2,8,3,0,,0,0,1,0,2,,,17,1,1,0,0,0,0,14,0,2,4,2,6,2,1,,0,0,1,,,
,충주시,사고건수,224,44,14,1,4,3,22,172,1,37,73,61,8,3,,1,2,2,,,270,53,12,,2,,39,203,6,16,35,146,14,3,,2,5,4,258,43,34,,,,9,199,45,125,4,25,16,1,,,1,14,,,278,51,31,1,3,4,12,208,2,38,66,23,79,18,4,,1,3,8,,2,1,1,295,72,25,4,1,2,40,208,1,7,61,23,116,15,3,,4,6,2,,,
,,사망자수,14,4,3,0,0,0,1,8,0,1,5,2,2,1,,1,0,0,,,18,5,1,,0,,4,11,0,2,2,7,2,1,,0,0,1,21,8,6,,,,2,7,0,6,0,1,6,0,,,0,6,,,21,10,6,0,1,0,3,8,0,2,2,1,3,3,0,,0,0,3,,0,0,0,12,2,1,0,0,0,1,6,0,1,1,2,2,4,1,,0,3,0,,,
,,부상자수,242,41,11,1,4,3,22,193,2,36,83,72,8,3,,0,3,2,,,310,48,11,,2,,35,249,7,17,47,178,13,2,,2,5,4,279,38,31,,,,7,230,57,144,5,24,11,1,,,1,9,,,312,41,25,1,2,4,9,252,2,48,74,44,84,17,4,,1,4,6,,2,2,2,315,72,25,4,1,2,40,228,1,7,68,27,125,15,2,,6,4,3,,,
,,중상자수,137,30,10,1,3,3,13,100,2,19,39,40,7,3,,0,3,1,,,153,33,6,,2,,25,114,3,7,20,84,6,0,,1,3,2,110,23,18,,,,5,81,17,55,2,7,6,0,,,1,5,,,108,23,14,0,1,3,5,81,1,16,22,7,35,4,0,,1,1,2,,0,0,0,134,41,15,3,0,2,21,84,0,6,19,16,43,9,1,,4,3,1,,,
,,경상자수,87,8,1,0,1,0,6,79,0,13,41,25,0,0,,0,0,0,,,109,14,5,,0,,9,94,2,8,22,62,1,1,,0,0,0,135,12,10,,,,2,121,32,74,3,12,2,0,,,0,2,,,161,18,11,1,1,1,4,136,1,27,41,31,36,5,2,,0,2,1,,0,2,2,158,31,10,1,1,0,19,125,1,1,38,11,74,2,1,,0,0,1,,,
,,부상신고자수,18,3,0,0,0,0,3,14,0,4,3,7,1,0,,0,0,1,,,48,1,0,,0,,1,41,2,2,5,32,6,1,,1,2,2,34,3,3,,,,0,28,8,15,0,5,3,1,,,0,2,,,43,0,0,0,0,0,0,35,0,5,11,6,13,8,2,,0,1,3,,2,0,0,23,0,0,0,0,0,0,19,0,0,11,0,8,4,0,,2,1,1,,,
,제천시,사고건수,188,50,7,1,,2,40,131,4,38,10,79,7,1,,,3,3,,,159,32,8,,,1,23,117,10,48,25,34,10,4,,1,3,2,214,52,49,,,1,2,156,8,61,76,11,6,2,,,,4,,,209,53,39,3,1,1,9,147,,13,75,33,26,9,1,,,3,2,1,2,,,234,59,36,6,5,3,9,162,,19,99,35,9,13,8,,1,1,2,1,,
,,사망자수,8,3,1,0,,0,2,4,0,1,0,3,1,0,,,0,1,,,5,2,0,,,0,2,1,0,0,0,1,2,0,,1,1,0,11,7,7,,,0,0,3,0,2,0,1,1,0,,,,1,,,6,5,3,1,0,0,1,1,,0,1,0,0,0,0,,,0,0,0,0,,,8,1,1,0,0,0,0,6,,2,2,2,0,1,0,,0,0,1,0,,
,,부상자수,213,49,6,1,,2,40,156,4,48,12,92,8,3,,,3,2,,,184,31,8,,,1,22,138,15,57,30,36,15,6,,0,5,4,246,47,44,,,1,2,192,10,80,91,11,7,3,,,,4,,,252,49,36,3,1,1,8,191,,30,85,46,30,12,1,,,3,4,1,3,,,266,60,35,6,5,4,10,192,,23,118,41,10,14,9,,1,1,1,2,,
,,중상자수,105,37,4,1,,2,30,64,2,21,1,40,4,0,,,2,2,,,84,13,3,,,0,10,63,3,28,16,16,8,4,,0,1,3,102,33,31,,,1,1,64,1,32,26,5,5,2,,,,3,,,103,32,25,1,0,0,6,64,,12,29,11,12,7,1,,,0,4,0,2,,,86,28,19,1,3,2,3,55,,11,30,9,5,3,3,,0,0,0,0,,
,,경상자수,103,12,2,0,,0,10,87,2,26,11,48,4,3,,,1,0,,,88,18,5,,,1,12,65,12,26,13,14,5,1,,0,3,1,139,14,13,,,0,1,123,9,46,63,5,2,1,,,,1,,,132,17,11,2,1,1,2,111,,15,49,30,17,4,0,,,3,0,1,0,,,165,28,15,3,2,1,7,127,,9,83,30,5,10,5,,1,1,1,2,,
,,부상신고자수,5,0,0,0,,0,0,5,0,1,0,4,0,0,,,0,0,,,12,0,0,,,0,0,10,0,3,1,6,2,1,,0,1,0,5,0,0,,,0,0,5,0,2,2,1,0,0,,,,0,,,17,0,0,0,0,0,0,16,,3,7,5,1,1,0,,,0,0,0,1,,,15,4,1,2,0,1,0,10,,3,5,2,0,1,1,,0,0,0,0,,
,청원군,사고건수,62,14,6,1,,,7,43,1,17,9,16,5,2,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,사망자수,10,4,1,0,,,3,3,0,1,1,1,3,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,부상자수,61,10,5,1,,,4,48,1,18,13,16,3,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,중상자수,27,5,4,0,,,1,21,0,11,3,7,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,경상자수,34,5,1,1,,,3,27,1,7,10,9,2,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,부상신고자수,0,0,0,0,,,0,0,0,0,0,0,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,보은군,사고건수,53,12,1,2,5,2,2,35,3,25,6,1,6,1,,,1,4,,,40,9,3,1,3,,2,23,4,14,2,3,8,,,1,,7,49,8,5,,1,,2,34,4,20,8,2,7,,,,1,6,,,57,5,4,1,,,,51,,6,31,6,8,1,,,,,,,1,,,64,11,4,,5,1,1,50,1,7,33,9,,3,,,1,,2,,,
