시도,시군구,구분,2014,,,,,,,,,,,,,2015,,,,,,,,,,,,,2016,,,,,,,,,,,,,2017,,,,,,,,,,,,,2018,,,,,,,,,,,,
,,,합계,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,합계,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,합계,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,합계,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시,합계,0시~2시,2시~4시,4시~6시,6시~8시,8시~10시,10시~12시,12시~14시,14시~16시,16시~18시,18시~20시,20시~22시,22시~24시
,,부상자수,48,,1,,1,10,5,11,8,8,4,,,47,,,,1,7,10,7,8,11,1,0,2,33,,,,2,3,9,2,9,2,3,2,1,45,,,,1,8,3,10,10,11,1,1,,37,,,,,2,7,8,7,6,6,1,
,,중상자수,31,,1,,0,4,1,10,6,6,3,,,21,,,,0,3,5,4,4,4,0,0,1,13,,,,1,2,4,2,2,0,0,2,0,25,,,,1,8,2,2,4,7,0,1,,15,,,,,1,3,3,1,3,3,1,
,,경상자수,17,,0,,1,6,4,1,2,2,1,,,26,,,,1,4,5,3,4,7,1,0,1,19,,,,1,1,4,0,7,2,3,0,1,17,,,,0,0,1,6,5,4,1,0,,21,,,,,1,4,4,6,3,3,0,
,,부상신고자수,0,,0,,0,0,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,0,0,0,1,,,,0,0,1,0,0,0,0,0,0,3,,,,0,0,0,2,1,0,0,0,,1,,,,,0,0,1,0,0,0,0,
,증평군,사고건수,33,,,,2,6,8,5,5,2,5,,,49,,,1,1,7,8,4,9,10,5,3,1,54,2,,,1,5,8,13,7,6,8,3,1,54,,1,,5,6,8,12,9,7,3,3,,48,1,,,4,4,8,5,7,7,6,5,1
,,사망자수,0,,,,0,0,0,0,0,0,0,,,4,,,1,0,0,0,0,1,2,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,1,0,,,0,0,0,0,0,0,0,1,0
,,부상자수,42,,,,2,6,12,7,5,2,8,,,49,,,0,1,8,8,6,9,8,5,3,1,59,2,,,1,5,10,13,9,6,9,3,1,61,,1,,6,6,10,12,11,9,3,3,,58,1,,,4,7,9,7,8,8,7,6,1
,,중상자수,20,,,,0,4,4,4,3,1,4,,,19,,,0,1,2,5,2,5,1,3,0,0,17,0,,,1,2,4,2,1,1,5,1,0,28,,1,,4,4,4,5,5,3,1,1,,33,0,,,3,4,5,4,6,4,2,5,0
,,경상자수,19,,,,2,2,7,3,1,0,4,,,23,,,0,0,6,1,4,4,5,1,1,1,39,2,,,0,2,5,11,8,4,4,2,1,31,,0,,1,1,6,7,6,6,2,2,,23,1,,,1,3,2,3,2,4,5,1,1
,,부상신고자수,3,,,,0,0,1,0,1,1,0,,,7,,,0,0,0,2,0,0,2,1,2,0,3,0,,,0,1,1,0,0,1,0,0,0,2,,0,,1,1,0,0,0,0,0,0,,2,0,,,0,0,2,0,0,0,0,0,0
충남,합계,사고건수,1796,8,8,45,127,246,276,249,249,236,230,90,32,1990,18,10,37,134,249,307,293,303,286,222,99,32,1983,16,14,35,147,272,312,260,299,233,244,116,35,2137,14,11,38,138,305,330,319,318,307,226,99,32,2109,24,18,54,158,310,299,291,296,291,240,108,20
,,사망자수,165,0,1,6,14,14,19,23,19,23,34,8,4,164,2,3,6,15,19,19,15,22,17,30,12,4,161,5,2,3,15,14,28,18,20,10,26,18,2,145,3,2,5,22,10,17,12,23,14,25,10,2,186,3,2,9,20,9,20,24,24,24,38,9,4
,,부상자수,1940,8,8,45,137,273,329,265,264,255,231,93,32,2111,20,11,44,136,283,332,325,316,301,216,96,31,2129,14,12,40,157,308,334,297,330,252,238,110,37,2423,11,9,40,137,349,375,360,361,406,238,104,33,2232,26,16,52,155,342,320,327,321,308,235,114,16
,,중상자수,1106,3,2,27,78,156,194,159,139,157,126,50,15,1141,8,5,25,76,156,195,173,173,154,109,54,13,1146,6,7,26,94,167,169,143,186,137,139,60,12,1295,7,3,19,63,192,195,190,196,231,130,55,14,1145,15,7,29,96,178,162,165,165,158,110,55,5
,,경상자수,788,5,5,17,57,112,129,102,117,90,98,40,16,907,12,5,16,60,119,127,142,133,137,99,40,17,916,8,5,14,60,128,157,146,133,102,90,50,23,1053,3,6,19,70,146,173,158,154,158,104,45,17,994,11,9,21,55,148,143,150,145,135,110,56,11
,,부상신고자수,46,0,1,1,2,5,6,4,8,8,7,3,1,63,0,1,3,0,8,10,10,10,10,8,2,1,67,0,0,0,3,13,8,8,11,13,9,0,2,75,1,0,2,4,11,7,12,11,17,4,4,2,93,0,0,2,4,16,15,12,11,15,15,3,0
,천안시,사고건수,269,4,1,10,19,38,48,30,28,31,33,19,8,285,5,4,7,25,29,44,36,52,36,24,15,8,276,4,1,8,28,35,41,34,42,25,32,16,10,356,5,7,11,30,49,51,43,44,45,40,20,11,407,10,5,12,38,67,50,46,57,47,47,24,4
,,사망자수,25,0,0,1,3,2,6,3,2,3,2,2,1,23,0,2,2,1,1,1,5,6,0,2,2,1,14,1,0,0,3,2,2,1,1,0,2,2,0,17,2,1,2,0,2,2,0,3,1,1,2,1,23,0,0,2,3,2,1,2,3,3,5,2,0
,,부상자수,267,4,1,9,16,39,49,30,30,29,32,20,8,297,6,2,5,26,32,47,38,55,40,25,13,8,291,4,1,10,29,37,44,34,50,26,31,15,10,379,3,6,9,31,54,53,49,46,50,47,20,11,424,12,5,10,36,73,58,48,59,47,49,23,4
,,중상자수,132,1,0,3,9,25,22,20,12,14,15,9,2,148,3,1,2,11,16,30,13,34,21,12,3,2,131,0,0,3,9,22,16,20,25,12,15,6,3,166,1,1,3,12,23,26,25,22,19,22,7,5,157,3,1,6,19,28,16,22,26,16,14,6,0
,,경상자수,123,3,1,6,6,12,24,9,17,14,17,9,5,134,3,0,3,15,15,14,22,19,18,10,10,5,147,4,1,7,18,11,26,12,25,14,14,9,6,197,2,5,5,17,30,23,22,23,28,25,11,6,244,9,4,4,14,40,38,24,31,28,32,16,4
,,부상신고자수,12,0,0,0,1,2,3,1,1,1,0,2,1,15,0,1,0,0,1,3,3,2,1,3,0,1,13,0,0,0,2,4,2,2,0,0,2,0,1,16,0,0,1,2,1,4,2,1,3,0,2,0,23,0,0,0,3,5,4,2,2,3,3,1,0
,아산시,사고건수,99,,,7,8,7,13,13,13,12,11,12,3,180,3,,5,16,19,21,20,36,23,20,14,3,184,1,2,3,17,20,28,21,27,23,23,15,4,146,2,,7,15,22,15,17,19,23,16,6,4,131,,3,5,7,14,20,15,17,19,16,11,4
,,사망자수,14,,,3,1,2,2,1,1,2,2,0,0,18,1,,2,1,3,1,0,0,3,3,2,2,12,0,0,1,1,0,1,1,3,0,3,2,0,13,0,,0,4,1,1,0,2,0,5,0,0,17,,0,2,0,1,1,4,1,1,3,2,2
,,부상자수,101,,,4,8,11,12,13,13,11,11,14,4,176,2,,3,17,19,20,22,40,21,19,12,1,190,1,2,2,17,24,29,22,27,26,22,14,4,147,2,,7,13,25,15,19,18,25,13,6,4,121,,3,3,7,16,20,14,16,18,13,9,2
,,중상자수,55,,,4,6,3,8,6,9,4,7,5,3,94,0,,2,10,6,11,11,21,12,12,8,1,119,1,1,2,13,17,17,11,16,18,15,8,0,84,1,,4,7,15,10,7,14,15,6,4,1,67,,1,2,6,9,10,6,9,13,8,3,0
,,경상자수,44,,,0,2,8,4,7,4,5,4,9,1,77,2,,1,7,13,9,8,18,9,6,4,0,64,0,1,0,4,5,12,10,9,7,6,6,4,56,1,,3,6,10,5,10,2,7,7,2,3,45,,2,1,1,7,7,7,6,4,3,5,2
,,부상신고자수,2,,,0,0,0,0,0,0,2,0,0,0,5,0,,0,0,0,0,3,1,0,1,0,0,7,0,0,0,0,2,0,1,2,1,1,0,0,7,0,,0,0,0,0,2,2,3,0,0,0,9,,0,0,0,0,3,1,1,1,2,1,0
,보령시,사고건수,112,,2,3,8,14,18,8,11,19,21,3,5,154,,1,4,11,22,31,22,16,21,13,11,2,132,,1,2,8,12,21,19,20,18,22,5,4,121,3,,2,3,18,17,21,14,16,15,10,2,90,2,1,2,7,15,12,15,7,11,11,4,3
,,사망자수,9,,0,1,2,1,0,0,0,2,2,0,1,12,,0,0,1,1,4,0,1,2,2,1,0,11,,0,0,2,1,1,4,0,0,2,1,0,10,1,,0,2,0,1,0,2,1,2,1,0,10,1,1,2,0,0,2,0,1,1,1,0,1
,,부상자수,123,,2,5,8,17,19,9,11,25,20,3,4,175,,1,10,11,24,39,25,16,20,14,13,2,150,,1,3,10,12,24,24,25,19,23,4,5,134,2,,2,2,20,17,25,12,16,24,11,3,88,2,0,0,8,16,11,19,6,10,10,4,2
,,중상자수,76,,1,2,5,7,12,8,7,17,14,1,2,98,,0,6,9,14,24,12,8,15,4,4,2,85,,1,1,7,8,14,14,13,9,14,4,0,84,2,,2,2,13,14,19,6,9,10,4,3,59,2,0,0,5,11,8,10,4,8,6,4,1
,,경상자수,46,,1,3,3,10,7,1,4,7,6,2,2,72,,1,2,2,10,12,13,8,5,10,9,0,62,,0,2,3,4,9,9,12,10,9,0,4,50,0,,0,0,7,3,6,6,7,14,7,0,28,0,0,0,3,5,3,9,2,2,3,0,1
,,부상신고자수,1,,0,0,0,0,0,0,0,1,0,0,0,5,,0,2,0,0,3,0,0,0,0,0,0,3,,0,0,0,0,1,1,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
,공주시,사고건수,88,,1,4,6,15,9,14,17,6,12,3,1,104,1,,1,4,14,20,12,16,17,15,2,2,150,1,3,2,10,26,21,20,23,18,17,8,1,156,1,,,6,16,26,22,31,24,14,12,4,177,1,,6,10,25,29,26,28,27,18,5,2
,,사망자수,11,,0,0,0,2,0,0,4,0,4,1,0,6,0,,0,1,1,1,0,0,1,1,1,0,11,0,1,0,0,1,2,0,2,2,0,3,0,12,0,,,2,0,1,0,1,5,3,0,0,10,0,,1,0,0,4,2,0,0,3,0,0
,,부상자수,100,,1,4,7,13,21,21,15,6,8,3,1,103,1,,2,3,13,20,12,17,16,16,1,2,174,1,2,2,12,33,23,27,28,19,19,6,2,183,1,,,6,21,38,24,37,22,14,16,4,200,1,,5,12,29,29,30,33,30,24,5,2
,,중상자수,59,,0,3,3,9,12,11,7,6,6,1,1,67,0,,1,3,8,19,7,9,7,12,1,0,96,0,1,2,8,17,12,12,18,8,13,4,1,82,0,,,2,12,14,12,19,9,6,6,2,104,1,,3,9,15,15,20,12,12,14,3,0
,,경상자수,37,,1,0,3,4,9,9,7,0,2,2,0,29,1,,0,0,4,1,5,4,8,4,0,2,71,1,1,0,4,16,10,14,10,8,4,2,1,93,0,,,4,7,24,12,17,10,8,9,2,84,0,,1,3,11,12,10,19,16,8,2,2
,,부상신고자수,4,,0,1,1,0,0,1,1,0,0,0,0,7,0,,1,0,1,0,0,4,1,0,0,0,7,0,0,0,0,0,1,1,0,3,2,0,0,8,1,,,0,2,0,0,1,3,0,1,0,12,0,,1,0,3,2,0,2,2,2,0,0
,서산시,사고건수,144,,2,3,9,22,24,19,21,22,14,6,2,132,2,2,3,7,17,17,15,16,20,24,9,,164,2,,4,19,23,24,25,23,19,16,8,1,193,1,,5,17,36,34,28,25,26,13,7,1,191,3,3,4,17,25,19,25,33,23,26,12,1
,,사망자수,8,,0,0,0,0,0,2,2,1,3,0,0,15,1,0,0,2,1,3,1,1,2,3,1,,10,0,,0,3,1,1,1,3,0,0,1,0,17,0,,0,3,3,2,3,2,1,1,2,0,17,0,1,0,2,1,0,2,5,3,2,1,0
,,부상자수,157,,2,4,9,25,28,18,21,29,13,6,2,142,3,5,3,10,19,17,18,15,20,23,9,,173,2,,4,22,25,25,27,21,22,17,7,1,215,1,,12,15,41,37,28,25,38,12,5,1,204,4,2,4,17,31,24,31,31,22,26,11,1
,,중상자수,95,,1,2,7,15,19,9,10,20,8,4,0,82,1,1,1,4,10,14,12,10,10,12,7,,103,0,,3,15,12,17,12,15,13,10,6,0,120,1,,3,6,26,21,9,15,27,8,4,0,128,4,1,2,9,18,15,22,19,14,16,8,0
,,경상자수,61,,1,2,2,10,9,9,10,9,5,2,2,55,2,4,2,6,8,2,5,5,9,10,2,,60,2,,1,6,11,6,15,3,7,7,1,1,86,0,,9,8,13,15,16,8,11,4,1,1,64,0,1,2,8,11,8,7,10,5,8,3,1
,,부상신고자수,1,,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,1,1,1,0,1,1,0,,10,0,,0,1,2,2,0,3,2,0,0,0,9,0,,0,1,2,1,3,2,0,0,0,0,12,0,0,0,0,2,1,2,2,3,2,0,0
,금산군,사고건수,88,,1,,6,17,9,14,8,20,12,1,,75,,,1,3,12,13,9,12,12,9,4,,83,,1,1,3,14,16,5,10,16,12,4,1,89,,1,,5,14,18,13,16,13,6,3,,71,,1,2,7,9,9,8,8,17,7,3,
,,사망자수,6,,0,,0,1,0,0,0,3,1,1,,8,,,0,0,1,0,1,1,2,3,0,,6,,0,0,0,0,2,0,2,2,0,0,0,7,,0,,2,1,2,0,1,1,0,0,,6,,0,0,1,1,0,1,0,2,1,0,
,,부상자수,108,,2,,12,20,11,18,13,21,11,0,,82,,,1,3,15,15,9,13,12,9,5,,86,,1,1,3,16,15,6,8,17,14,4,1,100,,1,,4,13,22,15,23,13,6,3,,78,,1,2,7,9,12,10,9,17,7,4,
,,중상자수,55,,0,,1,11,10,8,7,9,9,0,,36,,,0,1,8,7,4,6,3,6,1,,41,,1,1,2,9,6,3,4,8,6,0,1,57,,1,,1,8,10,10,13,9,4,1,,21,,0,0,2,1,4,1,3,9,0,1,
,,경상자수,51,,1,,11,8,1,10,6,12,2,0,,45,,,1,2,7,8,5,7,9,3,3,,43,,0,0,1,7,8,3,4,9,7,4,0,42,,0,,3,5,12,5,9,4,2,2,,57,,1,2,5,8,8,9,6,8,7,3,
,,부상신고자수,2,,1,,0,1,0,0,0,0,0,0,,1,,,0,0,0,0,0,0,0,0,1,,2,,0,0,0,0,1,0,0,0,1,0,0,1,,0,,0,0,0,0,1,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,
,태안군,사고건수,99,,,2,11,12,16,12,10,14,15,4,3,89,1,1,1,5,8,16,18,11,15,6,5,2,106,1,,,6,20,19,13,14,14,12,6,1,131,,1,1,6,16,11,26,21,26,18,3,2,116,3,1,1,5,20,23,13,17,15,15,3,
,,사망자수,11,,,0,1,1,1,2,1,1,1,2,1,5,0,0,0,0,1,0,0,1,1,0,2,0,11,2,,,0,0,2,1,0,1,3,2,0,6,,0,1,1,0,0,0,1,3,0,0,0,9,1,0,0,0,1,1,0,1,3,2,0,
,,부상자수,99,,,2,10,14,16,10,11,16,14,3,3,95,1,1,1,6,10,19,20,12,14,6,3,2,105,0,,,6,22,18,16,16,13,9,4,1,156,,1,0,5,17,11,37,29,27,23,3,3,133,2,1,2,7,20,25,15,22,16,16,7,
,,중상자수,50,,,1,2,5,7,9,4,13,7,1,1,67,1,1,0,3,4,12,17,10,12,3,3,1,56,0,,,1,11,11,5,11,7,7,2,1,86,,0,0,4,9,4,25,11,16,14,2,1,68,1,1,1,5,12,13,5,10,8,7,5,
,,경상자수,46,,,1,8,7,9,1,6,3,7,2,2,27,0,0,1,3,6,7,3,2,2,2,0,1,42,0,,,5,10,6,9,5,3,2,2,0,59,,1,0,1,7,7,9,16,10,7,1,0,52,1,0,1,2,5,9,8,11,7,6,2,
,,부상신고자수,3,,,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,,,0,1,1,2,0,3,0,0,0,11,,0,0,0,1,0,3,2,1,2,0,2,13,0,0,0,0,3,3,2,1,1,3,0,
,논산시,사고건수,156,2,,2,8,22,16,31,26,17,20,8,4,169,,,1,9,19,28,31,20,21,23,12,5,164,2,4,2,11,19,28,19,25,18,25,8,3,188,1,,5,10,20,33,23,30,36,22,7,1,145,3,1,,9,23,13,22,26,27,10,9,2
,,사망자수,20,0,,1,1,0,2,2,2,3,7,1,1,19,,,0,2,2,1,3,2,2,6,1,0,14,1,1,0,1,2,3,1,1,1,2,1,0,17,0,,1,2,1,4,3,3,0,1,2,0,18,0,0,,3,1,1,3,4,3,2,1,0
,,부상자수,158,2,,1,8,26,16,33,26,17,17,8,4,167,,,1,7,17,30,37,19,21,18,12,5,186,1,3,4,12,19,34,23,30,20,28,8,4,202,1,,4,8,25,38,22,36,38,21,8,1,146,4,1,,8,23,13,22,25,30,8,10,2
,,중상자수,113,2,,1,5,18,14,25,17,14,10,4,3,82,,,0,4,11,17,16,8,9,7,8,2,109,1,3,4,6,11,15,15,18,14,16,3,3,129,1,,4,4,14,23,18,23,22,15,5,0,93,4,1,,4,17,8,14,14,18,5,6,2
,,경상자수,40,0,,0,3,8,2,7,8,2,6,3,1,84,,,1,3,6,13,21,11,12,10,4,3,73,0,0,0,6,8,19,8,11,5,10,5,1,64,0,,0,4,10,15,3,13,11,5,2,1,47,0,0,,3,5,5,7,9,11,3,4,0
,,부상신고자수,5,0,,0,0,0,0,1,1,1,1,1,0,1,,,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,1,2,0,0,9,0,,0,0,1,0,1,0,5,1,1,0,6,0,0,,1,1,0,1,2,1,0,0,0
,부여군,사고건수,108,,,2,4,9,22,20,20,12,17,2,,124,2,,2,11,18,19,22,15,11,15,7,2,95,1,,1,7,19,18,10,14,11,11,3,,91,,,,6,11,22,19,12,14,4,3,,92,,,1,6,15,15,17,12,10,12,4,
,,사망자수,7,,,0,0,1,1,1,1,1,2,0,,7,0,,0,1,0,2,2,0,0,2,0,0,16,0,,0,1,4,5,2,1,1,2,0,,5,,,,0,1,0,0,1,2,1,0,,11,,,0,2,1,1,3,1,0,3,0,
,,부상자수,108,,,2,5,8,24,19,19,12,17,2,,131,2,,2,13,19,18,23,15,14,15,8,2,94,2,,1,8,17,14,8,16,16,9,3,,99,,,,6,10,24,21,12,20,3,3,,92,,,1,4,16,16,17,11,11,12,4,
,,중상자수,78,,,1,4,7,19,13,11,7,14,2,,88,1,,2,6,12,15,16,10,8,9,7,2,69,2,,1,8,14,8,6,11,9,8,2,,67,,,,5,8,13,11,9,16,3,2,,57,,,0,3,9,13,9,8,7,7,1,
,,경상자수,29,,,1,1,1,5,6,8,4,3,0,,43,1,,0,7,7,3,7,5,6,6,1,0,24,0,,0,0,3,6,2,4,7,1,1,,32,,,,1,2,11,10,3,4,0,1,,35,,,1,1,7,3,8,3,4,5,3,
,,부상신고자수,1,,,0,0,0,0,0,0,1,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,0,0,,0,,,,0,0,0,0,0,0,0,0,,0,,,0,0,0,0,0,0,0,0,0,
,서천군,사고건수,148,1,1,3,14,22,24,26,25,11,11,10,,132,,,2,6,17,19,31,19,20,16,1,1,169,,,2,8,27,32,26,32,16,16,7,3,153,,,2,11,28,25,30,26,11,15,5,,149,,,2,13,28,26,27,19,18,13,3,
,,사망자수,10,0,1,0,0,0,1,1,2,3,2,0,,9,,,1,1,2,0,1,2,0,2,0,0,9,,,0,0,1,2,0,2,1,3,0,0,8,,,0,1,0,0,1,4,0,0,2,,8,,,0,0,0,2,0,2,1,3,0,
,,부상자수,179,1,0,3,17,27,43,26,29,10,13,10,,152,,,2,6,24,24,36,17,26,15,1,1,199,,,2,10,31,38,36,40,17,13,8,4,178,,,2,13,35,28,35,29,16,16,4,,173,,,2,15,33,26,36,24,23,11,3,
,,중상자수,103,0,0,2,11,20,23,13,17,6,4,7,,77,,,2,3,17,10,21,4,13,7,0,0,99,,,0,8,16,20,18,16,6,7,6,2,85,,,1,7,19,10,14,12,8,12,2,,79,,,1,11,14,12,12,10,12,5,2,
,,경상자수,68,1,0,1,6,7,19,12,9,4,6,3,,69,,,0,3,6,12,15,12,12,7,1,1,95,,,2,2,13,18,18,23,9,6,2,2,89,,,1,6,14,18,20,16,8,4,2,,86,,,0,4,17,12,23,14,9,6,1,
,,부상신고자수,8,0,0,0,0,0,1,1,3,0,3,0,,6,,,0,0,1,2,0,1,1,1,0,0,5,,,0,0,2,0,0,1,2,0,0,0,4,,,0,0,2,0,1,1,0,0,0,,8,,,1,0,2,2,1,0,2,0,0,
,청양군,사고건수,70,,,1,3,14,10,8,4,19,8,3,,84,,,1,1,9,13,17,21,12,5,3,2,73,1,1,1,2,8,6,12,11,11,11,8,1,86,,,1,3,13,18,16,14,10,7,3,1,73,,,4,5,10,6,14,7,16,10,1,
,,사망자수,6,,,0,1,1,2,1,0,0,1,0,,5,,,0,1,0,1,0,1,1,0,0,1,12,0,0,0,0,0,1,1,2,2,5,0,1,2,,,0,1,0,0,0,0,0,1,0,0,10,,,1,1,0,0,2,0,3,3,0,
,,부상자수,85,,,2,2,13,10,12,6,26,10,4,,98,,,2,0,10,16,19,23,17,5,3,3,68,1,1,1,2,9,6,12,11,10,6,9,0,101,,,1,2,14,19,19,19,16,7,3,1,68,,,4,4,11,6,14,8,13,7,1,
,,중상자수,42,,,1,2,4,6,2,4,17,4,2,,50,,,2,0,7,7,8,11,9,3,2,1,42,1,0,1,2,5,3,5,9,6,4,6,0,44,,,1,0,8,9,6,12,4,3,1,0,41,,,4,4,7,3,9,2,8,3,1,
,,경상자수,37,,,1,0,9,3,10,2,7,3,2,,41,,,0,0,2,8,8,12,7,2,0,2,23,0,1,0,0,4,3,6,1,4,1,3,0,56,,,0,2,6,9,13,7,12,4,2,1,27,,,0,0,4,3,5,6,5,4,0,
,,부상신고자수,6,,,0,0,0,1,0,0,2,3,0,,7,,,0,0,1,1,3,0,1,0,1,0,3,0,0,0,0,0,0,1,1,0,1,0,0,1,,,0,0,0,1,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,
,홍성군,사고건수,116,,,2,15,19,18,15,13,12,16,6,,136,,1,3,10,13,22,19,21,24,15,7,1,119,,,3,8,14,19,19,21,12,14,7,2,116,,,1,5,16,21,21,17,15,12,4,4,94,2,,7,11,10,16,10,12,11,12,3,
,,사망자수,14,,,0,3,2,2,4,2,0,1,0,,14,,1,0,2,0,2,1,5,2,1,0,0,11,,,0,1,1,3,2,2,0,1,1,0,11,,,1,0,0,2,4,1,0,1,1,1,17,1,,1,4,0,3,2,2,0,4,0,
,,부상자수,133,,,3,15,20,26,14,13,13,22,7,,140,,0,6,8,14,21,21,22,24,15,8,1,130,,,3,8,18,23,20,19,13,17,7,2,126,,,0,9,17,23,20,21,17,13,3,3,94,1,,8,7,10,14,10,12,16,13,3,
,,중상자수,72,,,3,8,10,11,11,6,10,8,5,,79,,0,3,6,4,9,14,15,16,8,4,0,55,,,2,6,5,8,6,9,5,10,3,1,69,,,0,3,8,14,14,12,9,6,3,0,50,0,,4,5,6,12,5,5,5,7,1,
,,경상자수,61,,,0,7,10,15,3,7,3,14,2,,61,,0,3,2,10,12,7,7,8,7,4,1,75,,,1,2,13,15,14,10,8,7,4,1,56,,,0,6,8,9,6,9,8,7,0,3,44,1,,4,2,4,2,5,7,11,6,2,
,,부상신고자수,0,,,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,1,,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,
,예산군,사고건수,137,1,,3,8,18,22,16,25,19,18,6,1,139,1,1,4,12,26,14,18,27,17,12,6,1,106,2,,4,10,12,14,15,14,11,15,7,2,139,,1,1,10,16,19,17,24,21,20,10,,146,,,3,14,17,35,19,19,16,16,5,2
,,사망자수,10,0,,0,2,0,1,3,1,1,1,1,0,12,0,0,0,2,3,1,1,1,0,3,1,0,12,1,,2,2,1,1,0,1,0,2,1,1,10,,1,0,3,0,1,1,1,0,3,0,,12,,,0,4,1,2,1,1,1,1,0,1
,,부상자수,161,1,,3,12,23,24,18,29,21,23,6,1,162,2,2,4,12,43,16,17,30,18,11,6,1,113,1,,4,9,15,15,22,15,12,13,6,1,162,,0,1,11,26,23,21,25,22,20,13,,159,,,4,13,17,40,20,26,16,16,6,1
,,중상자수,81,0,,3,7,14,13,9,13,8,10,4,0,84,0,2,2,10,27,6,10,16,3,4,4,0,58,1,,3,6,8,9,7,5,10,7,2,0,82,,0,0,4,13,11,7,15,12,11,9,,80,,,2,7,10,18,7,18,10,4,3,1
,,경상자수,79,1,,0,5,9,10,9,16,13,13,2,1,72,2,0,2,2,13,10,7,12,14,7,2,1,52,0,,1,3,6,6,15,9,1,6,4,1,77,,0,0,7,13,12,14,9,9,9,4,,77,,,2,6,7,22,11,8,6,12,3,0
,,부상신고자수,1,0,,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,3,0,0,2,1,0,0,0,3,0,,0,0,1,0,0,1,1,0,0,0,3,,0,1,0,0,0,0,1,1,0,0,,2,,,0,0,0,0,2,0,0,0,0,0
,당진시,사고건수,145,,,2,8,14,23,22,26,20,21,6,3,173,3,,1,14,24,28,22,20,35,22,2,2,142,1,,2,8,20,22,21,21,19,14,12,2,160,1,1,1,11,28,18,20,23,26,24,5,2,203,,3,3,9,28,26,32,30,31,22,18,1
,,사망자수,12,,,0,0,1,1,2,0,3,5,0,0,9,0,,0,0,2,2,0,1,1,2,1,0,12,0,,0,1,0,2,4,0,0,1,4,0,10,0,0,0,1,1,1,0,1,0,6,0,0,17,,0,0,0,0,2,2,3,3,4,3,0
,,부상자수,144,,,2,8,14,24,24,27,17,19,6,3,177,3,,1,14,23,27,27,21,36,22,1,2,150,1,,3,7,27,23,19,22,20,13,13,2,226,1,1,1,12,29,24,21,26,85,19,5,2,228,,3,5,10,34,26,39,35,35,19,21,1
,,중상자수,91,,,1,8,6,18,15,15,11,10,5,2,82,2,,1,6,12,13,11,11,15,9,1,1,72,0,,3,2,11,11,9,14,11,5,6,0,134,1,1,1,6,14,16,11,12,56,10,4,2,132,,2,2,7,20,15,23,23,16,12,11,1
,,경상자수,53,,,1,0,8,6,9,12,6,9,1,1,91,1,,0,8,11,14,16,10,17,13,0,1,76,1,,0,5,15,12,10,7,9,8,7,2,87,0,0,0,5,14,7,10,14,28,8,1,0,90,,1,3,3,14,11,15,11,17,6,9,0
,,부상신고자수,0,,,0,0,0,0,0,0,0,0,0,0,4,0,,0,0,0,0,0,0,4,0,0,0,2,0,,0,0,1,0,0,1,0,0,0,0,5,0,0,0,1,1,1,0,0,1,1,0,0,6,,0,0,0,0,0,1,1,2,1,1,0
,계룡시,사고건수,17,,,1,,3,4,1,2,2,1,1,2,14,,,1,,2,2,1,1,2,3,1,1,20,,1,,2,3,3,1,2,2,4,2,,12,,,1,,2,2,3,2,1,,1,,24,,,2,,4,,2,4,3,5,3,1
,,사망자수,2,,,0,,0,0,1,1,0,0,0,0,2,,,1,,1,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,,0,,,0,,0,0,0,0,0,,0,,1,,,0,,0,,0,0,0,1,0,0
,,부상자수,17,,,1,,3,6,0,1,2,1,1,2,14,,,1,,1,3,1,1,2,3,1,1,20,,1,,2,3,3,1,2,2,4,2,,15,,,1,,2,3,4,3,1,,1,,24,,,2,,4,,2,4,4,4,3,1
