시도,시군구,구분,2014,,,,,,,,,,,,,2015,,,,,,,,,,,,,2016,,,,,,,,,,,,,2017,,,,,,,,,,,,,2018,,,,,,,,,,,,
,,,합계,01월,02월,03월,04월,05월,06월,07월,08월,09월,10월,11월,12월,합계,01월,02월,03월,04월,05월,06월,07월,08월,09월,10월,11월,12월,합계,01월,02월,03월,04월,05월,06월,07월,08월,09월,10월,11월,12월,합계,01월,02월,03월,04월,05월,06월,07월,08월,09월,10월,11월,12월,합계,01월,02월,03월,04월,05월,06월,07월,08월,09월,10월,11월,12월
,,중상자수,1106,79,61,84,90,118,96,113,96,89,119,102,59,1141,63,91,80,77,144,93,88,99,118,117,99,72,1146,61,72,84,106,136,87,104,96,83,121,110,86,1295,95,76,106,143,130,104,89,122,113,120,107,90,1145,60,55,62,91,119,100,90,113,122,109,131,93
,,경상자수,788,55,27,59,57,79,58,77,65,76,73,104,58,907,43,65,67,91,85,81,68,73,99,91,76,68,916,44,56,70,98,82,98,86,74,66,73,96,73,1053,62,60,82,97,86,86,103,82,101,93,112,89,994,55,69,91,94,88,68,82,81,80,109,92,85
,,부상신고자수,46,2,4,2,6,2,4,4,3,5,3,7,4,63,5,4,6,6,4,8,5,8,3,7,2,5,67,2,4,4,4,7,8,6,7,8,8,4,5,75,7,4,2,9,2,11,4,9,8,8,6,5,93,8,6,5,12,11,3,6,12,8,7,10,5
,천안시,사고건수,269,17,10,23,20,17,27,14,31,34,17,34,25,285,19,11,21,21,29,29,29,26,24,31,25,20,276,18,24,23,24,23,18,31,27,17,31,20,20,356,25,27,29,30,33,33,31,29,36,30,27,26,407,22,29,36,35,41,25,34,32,36,37,39,41
,,사망자수,25,1,1,4,1,1,5,0,0,5,3,3,1,23,1,2,2,1,2,1,1,4,1,2,2,4,14,2,2,1,1,0,1,0,2,0,3,1,1,17,1,2,1,2,1,2,0,0,3,1,3,1,23,0,0,3,3,3,1,2,2,3,3,1,2
,,부상자수,267,18,10,20,22,16,24,16,32,30,16,36,27,297,22,10,19,22,34,30,30,24,27,31,29,19,291,16,24,23,27,24,19,34,28,21,31,23,21,379,29,27,30,29,38,31,35,31,35,33,28,33,424,22,32,38,38,40,27,34,31,34,41,43,44
,,중상자수,132,8,5,12,14,6,10,10,18,14,9,18,8,148,10,7,7,7,21,13,16,8,15,19,17,8,131,6,15,10,11,14,6,12,13,9,18,11,6,166,13,13,18,9,20,12,13,15,19,13,8,13,157,9,9,10,9,16,13,12,10,19,17,18,15
,,경상자수,123,10,4,7,5,9,13,6,14,15,7,16,17,134,10,2,12,15,11,15,13,14,12,11,10,9,147,9,9,11,16,8,13,20,13,11,13,10,14,197,16,13,12,18,17,18,20,11,14,19,20,19,244,11,21,26,26,23,14,20,18,13,23,22,27
,,부상신고자수,12,0,1,1,3,1,1,0,0,1,0,2,2,15,2,1,0,0,2,2,1,2,0,1,2,2,13,1,0,2,0,2,0,2,2,1,0,2,1,16,0,1,0,2,1,1,2,5,2,1,0,1,23,2,2,2,3,1,0,2,3,2,1,3,2
,아산시,사고건수,99,5,2,5,11,14,10,13,12,8,4,8,7,180,7,5,12,10,28,13,17,23,19,14,16,16,184,6,8,8,19,17,16,21,14,20,16,21,18,146,13,6,11,14,8,16,13,15,6,15,14,15,131,11,6,11,11,10,8,13,13,14,5,19,10
,,사망자수,14,1,0,0,4,2,2,0,2,0,0,2,1,18,0,2,2,1,2,4,1,1,1,1,3,0,12,0,0,1,1,1,2,2,0,1,0,2,2,13,2,1,0,0,0,1,0,2,3,2,1,1,17,1,0,1,2,1,2,2,2,2,0,3,1
,,부상자수,101,4,2,6,9,13,8,18,11,9,7,7,7,176,8,4,11,9,28,10,17,24,20,15,14,16,190,6,8,9,22,17,14,20,14,21,21,22,16,147,13,6,14,14,8,17,15,13,3,15,14,15,121,10,6,11,9,9,6,11,12,16,5,17,9
,,중상자수,55,2,1,2,7,8,6,7,9,5,2,2,4,94,4,3,3,3,17,8,7,12,12,8,6,11,119,5,6,7,12,13,7,14,10,11,12,14,8,84,9,2,7,9,5,7,7,8,2,10,11,7,67,4,3,4,3,7,5,7,7,9,3,10,5
,,경상자수,44,2,1,4,1,5,2,11,2,3,5,5,3,77,4,1,8,5,10,2,8,12,8,6,8,5,64,1,1,2,10,4,6,5,4,8,7,8,8,56,1,4,7,5,3,8,8,3,1,5,3,8,45,5,3,7,5,1,0,2,4,7,2,5,4
,,부상신고자수,2,0,0,0,1,0,0,0,0,1,0,0,0,5,0,0,0,1,1,0,2,0,0,1,0,0,7,0,1,0,0,0,1,1,0,2,2,0,0,7,3,0,0,0,0,2,0,2,0,0,0,0,9,1,0,0,1,1,1,2,1,0,0,2,0
,보령시,사고건수,112,4,4,7,5,19,10,8,6,16,13,13,7,154,7,10,10,12,15,13,12,14,18,14,15,14,132,11,8,15,4,13,14,11,10,4,15,14,13,121,10,5,17,13,11,9,8,11,7,9,9,12,90,3,8,6,8,7,8,9,7,8,11,10,5
,,사망자수,9,1,0,0,0,2,0,2,0,1,2,1,0,12,1,2,0,0,0,0,3,0,1,3,2,0,11,0,2,0,1,0,1,0,1,0,0,4,2,10,1,1,0,1,1,1,0,0,1,1,2,1,10,0,2,2,1,1,0,0,0,2,0,1,1
,,부상자수,123,4,5,9,5,20,10,15,6,16,12,13,8,175,7,11,10,18,18,14,12,15,23,13,17,17,150,11,7,16,3,18,20,13,12,4,15,16,15,134,14,4,18,12,10,9,9,12,8,9,9,20,88,3,8,4,7,6,9,9,8,7,14,9,4
,,중상자수,76,2,5,5,3,12,6,9,3,10,6,10,5,98,5,7,7,10,9,7,10,6,15,7,8,7,85,6,6,8,1,12,8,7,6,1,10,11,9,84,7,2,12,8,4,6,8,9,5,6,3,14,59,1,4,4,4,5,6,7,6,6,10,4,2
,,경상자수,46,2,0,4,2,8,4,6,3,6,6,2,3,72,2,4,3,6,9,7,2,8,8,6,9,8,62,5,1,8,2,5,11,6,6,3,5,5,5,50,7,2,6,4,6,3,1,3,3,3,6,6,28,2,4,0,2,1,3,2,2,1,4,5,2
,,부상신고자수,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,2,0,0,0,1,0,0,0,2,3,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
,공주시,사고건수,88,7,4,7,7,9,11,2,11,3,11,6,10,104,5,11,15,5,11,8,11,8,8,5,7,10,150,10,7,16,8,13,15,14,10,15,12,14,16,156,6,5,17,11,14,10,11,14,22,15,19,12,177,15,6,7,21,18,6,12,14,20,19,23,16
,,사망자수,11,1,1,1,0,0,1,0,3,0,1,1,2,6,0,1,1,0,0,2,0,0,0,1,1,0,11,0,1,1,1,1,2,0,0,3,0,1,1,12,1,3,3,1,1,0,1,0,1,0,1,0,10,1,1,0,0,1,1,0,0,2,1,1,2
,,부상자수,100,6,3,7,9,10,10,7,9,3,10,17,9,103,6,10,14,5,11,7,11,9,8,4,7,11,174,12,7,20,13,13,14,19,11,15,19,14,17,183,6,4,17,11,16,14,13,18,25,15,28,16,200,16,5,9,23,19,6,16,16,23,19,32,16
,,중상자수,59,6,2,5,5,8,5,1,6,2,7,8,4,67,4,3,10,3,11,6,6,6,5,4,3,6,96,5,7,10,3,9,8,7,6,11,12,7,11,82,5,2,10,8,8,6,3,9,5,6,12,8,104,9,1,2,8,12,4,5,8,14,10,23,8
,,경상자수,37,0,1,2,4,2,3,6,2,1,3,9,4,29,2,5,4,2,0,0,5,0,3,0,4,4,71,7,0,10,9,4,4,12,4,3,6,7,5,93,1,1,6,2,8,8,9,8,18,9,16,7,84,7,4,6,13,5,2,10,7,7,6,9,8
,,부상신고자수,4,0,0,0,0,0,2,0,1,0,0,0,1,7,0,2,0,0,0,1,0,3,0,0,0,1,7,0,0,0,1,0,2,0,1,1,1,0,1,8,0,1,1,1,0,0,1,1,2,0,0,1,12,0,0,1,2,2,0,1,1,2,3,0,0
,서산시,사고건수,144,8,9,12,10,11,9,9,12,14,26,17,7,132,7,8,8,12,21,13,8,5,11,17,10,12,164,9,12,13,11,15,18,13,16,12,18,15,12,193,12,13,18,18,12,19,15,16,17,16,22,15,191,13,14,18,13,17,18,16,16,16,15,19,16
,,사망자수,8,0,0,1,0,2,0,0,0,2,3,0,0,15,1,2,0,0,2,1,2,0,3,2,1,1,10,0,0,0,0,2,1,1,2,1,1,0,2,17,1,0,3,0,1,2,1,1,0,2,3,3,17,1,2,2,1,0,1,2,1,3,1,1,2
,,부상자수,157,8,10,12,10,9,10,9,16,15,28,20,10,142,6,6,8,19,25,16,7,6,9,16,10,14,173,9,13,13,12,16,20,13,16,12,23,16,10,215,15,14,15,20,14,20,25,16,18,17,24,17,204,16,13,17,16,20,22,16,15,14,16,21,18
,,중상자수,95,7,8,8,7,6,6,5,13,4,16,8,7,82,4,3,6,8,13,12,4,3,6,8,6,9,103,7,10,8,8,10,10,6,9,6,12,8,9,120,8,4,11,14,9,8,12,10,10,8,15,11,128,12,9,8,9,11,11,9,10,11,9,15,14
,,경상자수,61,1,2,4,3,3,4,4,3,11,12,12,2,55,2,3,2,10,11,4,2,2,3,7,4,5,60,2,3,5,4,5,7,7,6,3,10,7,1,86,6,10,4,6,5,8,13,6,7,9,7,5,64,3,3,9,6,5,10,7,5,3,5,5,3
,,부상신고자수,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,1,0,1,1,0,1,0,0,10,0,0,0,0,1,3,0,1,3,1,1,0,9,1,0,0,0,0,4,0,0,1,0,2,1,12,1,1,0,1,4,1,0,0,0,2,1,1
,금산군,사고건수,88,9,6,7,8,12,5,8,7,4,9,9,4,75,5,6,4,7,3,7,7,5,7,8,7,9,83,4,2,2,14,11,5,9,7,4,11,10,4,89,6,7,6,7,9,6,7,10,9,7,10,5,71,2,1,3,11,11,10,10,3,7,9,1,3
,,사망자수,6,0,0,0,0,1,0,1,0,1,0,1,2,8,0,0,0,2,1,2,1,1,0,0,0,1,6,1,0,0,1,2,1,0,0,0,0,1,0,7,0,0,0,1,1,0,1,3,0,1,0,0,6,0,0,1,2,1,0,1,0,0,1,0,0
,,부상자수,108,10,7,9,9,12,5,10,12,4,13,14,3,82,9,9,6,5,5,5,7,5,7,8,8,8,86,3,2,2,14,11,5,10,7,4,13,10,5,100,7,9,8,7,10,8,7,8,10,8,12,6,78,2,1,2,12,11,14,11,3,8,10,1,3
,,중상자수,55,5,6,3,5,8,4,9,4,3,4,2,2,36,6,5,3,2,3,3,1,1,0,5,2,5,41,2,0,1,9,3,3,6,3,1,5,6,2,57,6,3,5,4,7,7,2,5,5,5,4,4,21,0,1,1,4,2,2,6,0,2,3,0,0
,,경상자수,51,5,1,6,3,4,1,1,8,1,8,12,1,45,3,4,3,3,2,1,6,4,7,3,6,3,43,1,2,1,4,7,2,4,4,3,8,4,3,42,0,6,3,3,3,1,5,3,5,3,8,2,57,2,0,1,8,9,12,5,3,6,7,1,3
,,부상신고자수,2,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,태안군,사고건수,99,3,3,7,6,15,10,10,6,11,7,15,6,89,4,11,11,2,9,10,7,3,9,11,9,3,106,2,5,7,10,14,9,9,13,8,10,12,7,131,3,7,9,7,14,16,11,10,15,16,12,11,116,11,10,4,11,9,10,4,18,11,13,9,6
,,사망자수,11,1,0,1,0,1,1,0,0,3,1,2,1,5,1,0,1,0,1,0,0,1,0,1,0,0,11,0,0,0,2,0,1,1,1,2,1,1,2,6,0,1,0,0,0,0,0,2,0,2,0,1,9,0,2,0,0,0,0,0,0,4,2,1,0
,,부상자수,99,2,3,6,6,14,9,12,6,9,9,15,8,95,4,11,11,2,12,10,7,4,9,12,9,4,105,2,5,8,8,16,10,9,13,9,9,11,5,156,3,7,10,15,16,17,11,15,20,17,14,11,133,13,12,5,13,13,10,4,27,8,11,9,8
,,중상자수,50,0,1,4,5,9,4,5,2,6,3,9,2,67,3,8,8,1,9,5,6,4,8,7,7,1,56,2,2,4,4,5,7,5,9,2,6,6,4,86,2,2,3,12,12,13,7,5,10,9,6,5,68,7,8,1,8,8,5,1,15,1,6,4,4
,,경상자수,46,2,2,2,1,5,5,7,4,2,6,4,6,27,1,3,3,1,3,4,1,0,1,5,2,3,42,0,2,3,2,11,3,4,4,6,1,5,1,59,1,4,7,2,4,3,3,9,10,4,7,5,52,4,3,4,4,4,5,2,8,4,5,5,4
,,부상신고자수,3,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,0,1,1,2,0,0,0,0,1,2,0,0,11,0,1,0,1,0,1,1,1,0,4,1,1,13,2,1,0,1,1,0,1,4,3,0,0,0
,논산시,사고건수,156,17,11,11,18,15,5,16,8,13,14,19,9,169,9,16,10,17,15,11,9,21,20,20,9,12,164,17,13,10,16,19,8,8,12,19,14,15,13,188,11,12,16,15,13,12,15,22,17,23,21,11,145,9,12,12,5,17,12,10,12,19,9,15,13
,,사망자수,20,0,2,0,3,0,0,2,2,4,0,4,3,19,1,0,1,0,2,4,1,2,2,4,0,2,14,2,0,0,2,2,0,0,2,2,0,3,1,17,2,1,1,3,4,1,0,0,0,2,1,2,18,0,2,2,2,0,2,2,0,2,3,0,3
,,부상자수,158,20,10,15,16,19,6,17,7,12,15,15,6,167,8,18,9,18,14,8,8,22,21,22,9,10,186,17,15,12,15,20,11,11,16,22,14,17,16,202,12,19,16,14,11,11,19,24,17,22,22,15,146,10,12,10,4,19,10,9,14,22,7,17,12
,,중상자수,113,16,7,11,8,17,5,10,4,8,12,10,5,82,3,12,3,10,5,4,5,16,7,9,4,4,109,12,8,2,8,15,5,10,8,13,7,12,9,129,8,18,8,7,9,7,9,17,11,17,11,7,93,4,5,7,2,15,9,7,9,15,4,9,7
,,경상자수,40,2,3,4,8,2,1,6,3,2,3,5,1,84,5,6,6,8,9,4,3,6,13,13,5,6,73,5,6,10,7,4,6,1,8,9,5,5,7,64,4,0,7,4,2,3,10,7,5,5,9,8,47,5,7,3,2,3,1,2,4,7,3,6,4
,,부상신고자수,5,2,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,1,0,0,0,0,2,0,0,9,0,1,1,3,0,1,0,0,1,0,2,0,6,1,0,0,0,1,0,0,1,0,0,2,1
,부여군,사고건수,108,8,6,7,10,8,12,11,3,14,9,13,7,124,6,6,7,12,16,13,8,11,17,10,11,7,95,3,5,5,13,8,11,14,8,9,7,5,7,91,7,4,6,7,9,9,7,5,9,11,10,7,92,6,3,5,6,8,9,6,11,8,14,9,7
,,사망자수,7,1,2,0,1,0,0,0,0,2,1,0,0,7,0,1,1,0,0,0,0,2,0,0,2,1,16,1,0,0,3,1,3,4,0,2,1,0,1,5,0,0,0,1,1,0,1,0,0,1,0,1,11,1,1,1,1,0,1,0,0,1,2,2,1
,,부상자수,108,7,4,8,9,9,12,12,3,15,9,13,7,131,6,5,6,14,19,15,9,11,20,10,9,7,94,2,5,5,13,10,8,14,10,10,6,5,6,99,9,4,7,8,9,9,6,5,10,11,13,8,92,6,2,4,6,10,10,8,11,8,13,8,6
,,중상자수,78,5,3,5,7,5,9,8,2,13,8,8,5,88,3,4,5,8,12,7,7,8,13,6,8,7,69,1,2,3,11,6,6,12,9,5,6,4,4,67,6,4,6,8,7,6,5,3,6,7,8,1,57,2,0,3,4,4,8,4,8,6,11,4,3
,,경상자수,29,2,1,3,2,4,3,3,1,2,1,5,2,43,3,1,1,6,7,8,2,3,7,4,1,0,24,1,3,2,2,4,2,2,0,5,0,1,2,32,3,0,1,0,2,3,1,2,4,4,5,7,35,4,2,1,2,6,2,4,3,2,2,4,3
,,부상신고자수,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,서천군,사고건수,148,8,10,13,14,18,13,11,13,13,22,6,7,132,7,8,13,8,12,10,11,10,11,18,13,11,169,8,10,12,23,23,10,15,8,11,13,23,13,153,18,8,6,11,16,13,12,19,15,12,16,7,149,1,7,18,13,13,9,11,13,15,20,18,11
,,사망자수,10,1,0,2,1,0,0,2,0,1,2,0,1,9,0,2,1,0,1,1,1,0,1,1,1,0,9,0,0,1,2,0,0,1,0,0,2,2,1,8,1,1,1,1,2,0,1,0,1,0,0,0,8,0,1,1,0,1,0,0,1,0,2,1,1
,,부상자수,179,10,10,13,17,22,18,27,14,14,22,6,6,152,9,7,14,10,13,10,13,14,12,20,14,16,199,9,13,14,26,27,16,18,9,14,11,29,13,178,19,9,5,12,18,16,15,21,17,20,17,9,173,1,6,20,20,12,9,15,14,17,25,24,10
,,중상자수,103,8,4,7,8,14,13,15,7,3,15,4,5,77,5,5,4,1,7,4,6,9,6,11,11,8,99,5,3,11,12,16,4,8,3,11,7,13,6,85,9,5,2,6,9,6,6,9,11,9,10,3,79,1,2,9,4,4,6,7,9,11,9,11,6
,,경상자수,68,2,3,6,9,8,4,12,5,11,5,2,1,69,3,1,7,9,6,6,7,5,5,9,3,8,95,4,9,3,14,10,12,9,5,3,4,16,6,89,9,4,3,6,9,9,9,12,6,10,6,6,86,0,2,10,13,8,3,8,5,6,16,12,3
,,부상신고자수,8,0,3,0,0,0,1,0,2,0,2,0,0,6,1,1,3,0,0,0,0,0,1,0,0,0,5,0,1,0,0,1,0,1,1,0,0,0,1,4,1,0,0,0,0,1,0,0,0,1,1,0,8,0,2,1,3,0,0,0,0,0,0,1,1
,청양군,사고건수,70,4,3,4,6,8,8,4,10,8,4,8,3,84,3,4,8,10,8,11,5,6,10,7,8,4,73,2,4,3,5,15,6,4,9,5,7,8,5,86,10,3,6,10,11,7,7,7,6,10,4,5,73,3,4,5,7,7,5,3,9,8,8,7,7
,,사망자수,6,0,0,0,1,0,0,1,1,0,1,1,1,5,0,0,1,0,0,2,0,1,1,0,0,0,12,1,0,1,1,1,0,0,1,2,3,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,10,1,0,2,0,1,0,1,0,1,2,1,1
,,부상자수,85,4,6,4,6,9,9,5,17,9,4,8,4,98,3,6,9,13,9,10,6,7,13,9,8,5,68,1,4,2,4,16,7,5,9,4,4,7,5,101,10,3,7,14,12,9,9,8,6,11,5,7,68,2,5,4,8,6,6,2,10,7,6,6,6
,,중상자수,42,2,2,3,2,4,5,2,10,4,3,3,2,50,1,1,4,6,4,7,4,6,5,5,4,3,42,0,3,0,3,13,2,3,3,2,4,4,5,44,5,2,5,3,7,4,2,0,4,6,2,4,41,1,2,0,5,4,5,1,10,4,2,4,3
,,경상자수,37,2,4,0,3,4,4,1,7,5,1,4,2,41,1,5,4,6,5,2,1,1,8,2,4,2,23,1,1,1,1,3,4,1,6,2,0,3,0,56,5,1,2,11,4,5,7,8,2,5,3,3,27,1,3,4,3,2,1,1,0,3,4,2,3
,,부상신고자수,6,0,0,1,1,1,0,2,0,0,0,1,0,7,1,0,1,1,0,1,1,0,0,2,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,홍성군,사고건수,116,7,6,4,9,13,15,9,10,9,15,9,10,136,6,10,16,9,10,9,10,8,16,18,16,8,119,4,6,9,17,13,10,11,10,5,11,12,11,116,5,9,8,7,19,11,11,8,15,10,8,5,94,3,3,8,6,8,11,7,7,9,19,5,8
,,사망자수,14,0,1,0,0,3,4,1,2,0,2,0,1,14,0,1,4,2,0,1,2,2,0,0,1,1,11,0,0,2,0,1,1,0,3,1,1,1,1,11,1,2,0,0,1,2,1,1,2,1,0,0,17,0,0,0,0,1,1,1,2,4,5,1,2
,,부상자수,133,11,6,4,11,12,15,8,12,9,17,15,13,140,7,11,15,12,12,8,8,7,16,18,18,8,130,5,7,7,21,16,13,12,8,4,12,13,12,126,6,8,12,7,22,10,11,7,18,12,8,5,94,4,4,9,6,10,11,7,6,6,21,4,6
,,중상자수,72,5,6,3,4,4,9,7,8,3,13,4,6,79,6,5,10,6,8,5,4,3,10,11,9,2,55,2,2,5,6,9,6,6,3,1,5,4,6,69,2,6,6,3,13,7,2,6,9,7,6,2,50,0,1,3,4,5,9,5,4,3,9,3,4
,,경상자수,61,6,0,1,7,8,6,1,4,6,4,11,7,61,1,6,5,6,4,3,4,4,6,7,9,6,75,3,5,2,15,7,7,6,5,3,7,9,6,56,4,2,6,4,9,3,9,1,9,4,2,3,44,4,3,6,2,5,2,2,2,3,12,1,2
,,부상신고자수,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,예산군,사고건수,137,11,3,11,9,19,8,15,10,14,20,12,5,139,6,14,12,10,8,15,13,15,12,13,14,7,106,10,7,12,9,9,8,8,9,5,13,7,9,139,8,9,14,13,13,10,5,12,15,20,11,9,146,10,10,6,14,14,7,11,11,15,19,19,10
,,사망자수,10,0,1,0,0,1,0,0,1,3,3,1,0,12,0,0,0,1,1,2,1,2,1,1,2,1,12,3,0,2,0,2,0,0,2,0,1,1,1,10,0,0,0,1,2,1,0,1,0,2,0,3,12,2,0,0,3,0,0,0,0,1,4,2,0
,,부상자수,161,14,5,14,9,23,9,19,11,13,23,15,6,162,6,35,12,12,9,16,14,14,12,14,12,6,113,9,9,13,9,9,11,9,9,5,13,6,11,162,9,15,21,16,13,11,5,12,17,19,17,7,159,8,10,8,12,17,8,12,13,19,16,19,17
,,중상자수,81,7,4,9,5,10,3,10,4,7,13,7,2,84,3,20,7,6,8,4,5,8,6,7,9,1,58,4,3,10,6,5,3,4,6,4,9,2,2,82,7,6,8,6,8,7,2,10,8,10,7,3,80,4,3,3,9,6,4,7,5,10,5,14,10
,,경상자수,79,7,1,5,4,13,6,9,7,6,10,7,4,72,2,15,5,6,1,11,9,5,5,5,3,5,52,4,6,3,3,4,8,5,2,1,4,3,9,77,1,9,13,10,5,4,3,2,8,8,10,4,77,4,7,5,3,11,4,5,6,9,11,5,7
,,부상신고자수,1,0,0,0,0,0,0,0,0,0,0,1,0,6,1,0,0,0,0,1,0,1,1,2,0,0,3,1,0,0,0,0,0,0,1,0,0,1,0,3,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
,당진시,사고건수,145,12,11,17,14,12,12,14,10,10,7,18,8,173,10,14,9,15,20,19,9,18,23,19,13,4,142,5,11,9,17,9,21,8,14,12,11,14,11,160,9,11,9,13,13,17,15,18,17,12,14,12,203,7,12,15,17,19,18,19,21,20,20,17,18
,,사망자수,12,0,1,2,1,1,0,1,2,0,1,1,2,9,1,1,1,0,0,1,1,1,1,0,1,1,12,0,1,0,2,0,2,1,2,1,0,1,2,10,1,1,0,0,1,1,0,0,3,1,2,0,17,0,1,0,2,3,1,2,3,2,1,1,1
,,부상자수,144,13,10,18,14,11,12,17,8,10,6,18,7,177,10,15,9,15,23,20,9,17,23,21,12,3,150,5,11,11,18,9,22,7,14,11,11,20,11,226,11,10,10,69,17,19,15,18,16,12,14,15,228,9,13,17,20,23,21,23,22,20,21,18,21
,,중상자수,91,6,7,7,10,7,10,14,6,7,6,9,2,82,6,6,3,6,16,7,4,9,10,10,5,0,72,4,4,3,10,5,10,3,8,6,8,7,4,134,8,6,5,45,11,8,10,14,8,7,4,8,132,5,6,7,16,20,12,12,10,11,11,12,10
,,경상자수,53,7,3,11,4,4,2,3,2,3,0,9,5,91,4,9,4,8,7,12,5,8,13,11,7,3,76,1,7,8,8,4,12,3,6,5,3,13,6,87,3,4,5,22,6,10,5,4,7,5,10,6,90,3,7,9,4,2,8,11,12,8,9,6,11
,,부상신고자수,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,5,0,0,0,2,0,1,0,0,1,0,0,1,6,1,0,1,0,1,1,0,0,1,1,0,0
,계룡시,사고건수,17,3,1,,1,1,1,2,,2,4,1,1,14,,2,,,1,2,4,1,,2,1,1,20,,2,3,3,3,3,2,1,1,,1,1,12,1,1,,1,3,,1,3,2,,,,24,1,1,,4,2,2,1,4,1,,5,3
,,사망자수,2,0,0,,0,1,0,0,,0,0,0,1,2,,1,,,0,0,1,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,,,,1,0,0,,1,0,0,0,0,0,,0,0
,,부상자수,17,5,1,,1,0,1,2,,2,4,1,0,14,,2,,,1,3,3,1,,2,1,1,20,,2,3,3,3,3,2,1,1,,1,1,15,1,1,,1,4,,1,5,2,,,,24,1,1,,3,3,2,1,4,1,,5,3
,,중상자수,4,0,0,,0,0,1,1,,0,2,0,0,7,,2,,,1,1,3,0,,0,0,0,11,,1,2,2,1,2,1,0,0,,1,1,6,0,1,,1,1,,1,2,0,,,,9,1,1,,2,0,1,0,2,0,,0,2
,,경상자수,13,5,1,,1,0,0,1,,2,2,1,0,7,,0,,,0,2,0,1,,2,1,1,9,,1,1,1,2,1,1,1,1,,0,0,9,1,0,,0,3,,0,3,2,,,,14,0,0,,1,3,1,1,2,1,,4,1
,,부상신고자수,0,0,0,,0,0,0,0,,0,0,0,0,0,,0,,,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,,0,0,0,,,,1,0,0,,0,0,0,0,0,0,,1,0
전북,합계,사고건수,2040,133,112,159,183,222,158,156,155,216,217,207,122,2068,122,120,174,195,202,173,175,174,197,186,181,169,1976,118,120,147,159,212,165,170,189,162,201,184,149,2079,117,149,139,189,182,174,164,200,227,222,175,141,1856,132,119,142,164,153,169,157,157,160,182,199,122
,,사망자수,156,11,11,10,5,24,11,8,11,14,23,15,13,149,8,4,18,14,12,10,16,14,10,13,19,11,130,10,3,12,6,13,10,9,13,12,12,13,17,167,9,12,10,17,13,4,14,14,21,18,16,19,134,11,7,9,15,8,9,17,8,11,14,16,9
,,부상자수,2199,138,114,170,212,232,170,166,161,247,224,220,145,2253,137,138,182,212,215,192,184,188,219,202,201,183,2219,135,129,164,181,236,204,197,201,172,237,198,165,2316,129,165,142,214,207,202,193,237,259,242,181,145,1994,148,131,152,167,165,192,169,171,169,197,211,122
,,중상자수,1020,60,46,78,106,116,84,72,71,110,118,103,56,1012,57,67,87,101,95,80,84,85,103,99,77,77,966,58,54,72,72,111,82,72,93,83,112,93,64,978,56,57,53,86,96,76,75,109,121,104,78,67,851,53,57,62,65,68,70,75,80,74,81,110,56
,,경상자수,1125,73,67,91,104,107,81,87,86,129,98,114,88,1183,75,68,92,110,111,107,96,95,104,102,122,101,1220,74,74,90,100,122,116,122,106,89,123,104,100,1300,72,108,88,122,110,123,109,123,134,135,100,76,1112,91,72,88,101,94,117,89,90,92,112,100,66
,,부상신고자수,54,5,1,1,2,9,5,7,4,8,8,3,1,58,5,3,3,1,9,5,4,8,12,1,2,5,33,3,1,2,9,3,6,3,2,0,2,1,1,38,1,0,1,6,1,3,9,5,4,3,3,2,31,4,2,2,1,3,5,5,1,3,4,1,0
